F:/GATech/FA20/ISYE6740/Project/test_resized/img_1001.jpg,175,105,213,115,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1001.jpg,112,105,71,117,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1001.jpg,171,73,231,96,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1001.jpg,113,72,54,96,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1001.jpg,189,208,100,221,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1001.jpg,121,105,169,183,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1002.jpg,190,118,226,137,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1002.jpg,107,107,68,118,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1002.jpg,177,95,253,117,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1002.jpg,119,85,51,83,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1002.jpg,179,239,85,240,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1002.jpg,122,126,170,204,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1007.jpg,178,105,218,117,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1007.jpg,107,102,67,114,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1007.jpg,169,82,239,90,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1007.jpg,112,81,44,94,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1007.jpg,184,231,105,243,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1007.jpg,114,120,162,198,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1010.jpg,179,104,216,114,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1010.jpg,106,105,65,116,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1010.jpg,174,75,237,95,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1010.jpg,113,80,49,97,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1010.jpg,186,217,101,229,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1010.jpg,120,100,168,178,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1011.jpg,179,99,212,109,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1011.jpg,108,108,76,121,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1011.jpg,170,74,233,87,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1011.jpg,117,82,52,100,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1011.jpg,209,203,106,225,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1011.jpg,125,121,173,199,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1015.jpg,180,98,213,109,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1015.jpg,112,101,78,114,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1015.jpg,173,78,226,83,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1015.jpg,117,81,58,95,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1015.jpg,187,207,103,225,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1015.jpg,128,120,176,198,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1017.jpg,190,94,225,110,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1017.jpg,112,101,75,119,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1017.jpg,184,60,248,84,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1017.jpg,125,66,46,98,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1017.jpg,200,216,121,229,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1017.jpg,134,94,182,172,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1019.jpg,175,110,213,121,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1019.jpg,102,115,65,134,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1019.jpg,159,89,234,93,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1019.jpg,109,91,35,115,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1019.jpg,198,220,101,240,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1019.jpg,120,100,168,178,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1020.jpg,185,107,224,122,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1020.jpg,108,104,67,116,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1020.jpg,185,82,240,86,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1020.jpg,107,78,51,76,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1020.jpg,185,219,95,226,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1020.jpg,123,104,171,182,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1021.jpg,180,110,218,119,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1021.jpg,113,110,78,120,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1021.jpg,171,80,236,96,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1021.jpg,121,83,53,98,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1021.jpg,184,220,107,231,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1021.jpg,121,123,169,201,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1026.jpg,182,101,217,113,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1026.jpg,112,98,79,113,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1026.jpg,185,63,239,90,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1026.jpg,119,78,54,93,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1026.jpg,192,211,109,217,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1026.jpg,129,94,177,172,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1029.jpg,178,94,214,104,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1029.jpg,99,95,67,114,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1029.jpg,175,63,237,78,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1029.jpg,113,68,43,92,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1029.jpg,187,209,104,221,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1029.jpg,114,89,162,167,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1033.jpg,177,99,212,111,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1033.jpg,108,101,72,113,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1033.jpg,165,78,232,95,leyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1033.jpg,119,76,57,87,reyebrow
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1033.jpg,187,207,108,221,mouth
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1033.jpg,121,96,169,174,nose
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1035.jpg,176,101,213,112,leye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1035.jpg,109,107,75,126,reye
F:/GATech/FA20/ISYE6740/Project/test_resized/img_1035.jpg,171,78,229,85,leyebrow
